Potential_Buyer,Target,bid,TP,Success,Round
MONTEFIORE MEDICAL CENTER,MOUNT SINAI HOSPITAL,1359290844,6,No,21
SOUTH NASSAU COMMUNITIES HOSPITAL,MOUNT SINAI HOSPITAL,1440063980,6,No,21
MAIMONIDES MEDICAL CENTER,JACOBI MEDICAL CENTER,258725440.7,6,No,21
MOUNT SINAI HOSPITAL,ELMHURST HOSPITAL CENTER,344593018.8,6,No,21
LONG ISLAND JEWISH MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,594945099.1,6,No,21
ST BARNABAS HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,686450567,6,No,21
WINTHROP-UNIVERSITY HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",1245477079,6,No,21
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,MAIMONIDES MEDICAL CENTER,654880025.9,6,No,21
HOSPITAL FOR SPECIAL SURGERY,SOUTH NASSAU COMMUNITIES HOSPITAL,234787637.1,6,No,21
NYU HOSPITALS CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,38199843.86,6,No,21
UNIVERSITY HOSPITAL ( STONY BROOK ),NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,39364045.98,6,No,21
NORTH SHORE UNIVERSITY HOSPITAL,UNIVERSITY HOSPITAL ( STONY BROOK ),1470043296,6,No,21
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,556674302.8,7,No,21
MOUNT SINAI HOSPITAL,NEW YORK DOWNTOWN HOSPITAL,197829990.2,7,No,21
MERCY MEDICAL CENTER,PECONIC BAY MEDICAL CENTER,309842808.6,7,No,21
HUNTINGTON HOSPITAL,LENOX HILL HOSPITAL,715869812.4,7,No,21
LONG ISLAND JEWISH MEDICAL CENTER,LENOX HILL HOSPITAL,710097579.4,7,No,21
NYU HOSPITALS CENTER,LENOX HILL HOSPITAL,653057052.3,7,No,21
HARLEM HOSPITAL CENTER,LENOX HILL HOSPITAL,703350184.3,7,No,21
HOSPITAL FOR SPECIAL SURGERY,LENOX HILL HOSPITAL,698900039.2,7,No,21
UNIVERSITY HOSPITAL ( STONY BROOK ),LENOX HILL HOSPITAL,645310474.9,7,No,21
NORTH SHORE UNIVERSITY HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",1183424720,7,No,21
LENOX HILL HOSPITAL,KINGS COUNTY HOSPITAL CENTER,1411470386,7,No,21
MONTEFIORE MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),1343298672,7,No,21
HUNTINGTON HOSPITAL,JAMAICA HOSPITAL MEDICAL CENTER,478459160,8,No,21
LONG ISLAND JEWISH MEDICAL CENTER,JAMAICA HOSPITAL MEDICAL CENTER,472751782.7,8,No,21
LENOX HILL HOSPITAL,METROPOLITAN HOSPITAL CENTER,379283817.5,8,No,21
NYU HOSPITALS CENTER,HARLEM HOSPITAL CENTER,1176866545,8,No,21
HOSPITAL FOR SPECIAL SURGERY,ST BARNABAS HOSPITAL,1491984943,8,No,21
LONG ISLAND JEWISH MEDICAL CENTER,HUNTINGTON HOSPITAL,907485746.2,9,No,21
HOSPITAL FOR SPECIAL SURGERY,LENOX HILL HOSPITAL,915118948.5,9,No,21
HUNTINGTON HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,801227583.5,9,No,21
KINGS COUNTY HOSPITAL CENTER,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,801972028.4,9,No,21
NYU HOSPITALS CENTER,HARLEM HOSPITAL CENTER,1268833089,9,No,21
LENOX HILL HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,1428374821,9,No,21
LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX-LEBANON HOSPITAL CENTER,485134028.3,4,No,22
NORTH SHORE UNIVERSITY HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,503749051.9,4,No,22
BETH ISRAEL MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,486397486.9,4,No,22
NEW YORK DOWNTOWN HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",59260117.03,4,No,22
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58875041.49,4,No,22
PECONIC BAY MEDICAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",55611824.74,4,No,22
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",64432425.05,4,No,22
HUNTINGTON HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,140176272.3,4,No,22
BELLEVUE HOSPITAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,1802369404,4,No,22
LONG ISLAND JEWISH MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,663717355.5,4,No,22
UNIVERSITY HOSPITAL ( STONY BROOK ),STATEN ISLAND UNIVERSITY HOSPITAL,706028007.4,4,No,22
CONEY ISLAND HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,790359398.5,4,No,22
NYU HOSPITALS CENTER,WINTHROP-UNIVERSITY HOSPITAL,802976218.8,4,No,22
ST BARNABAS HOSPITAL,WINTHROP-UNIVERSITY HOSPITAL,739672169.6,4,No,22
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,"ST FRANCIS HOSPITAL, ROSLYN",483536315.6,4,No,22
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,"ST FRANCIS HOSPITAL, ROSLYN",494443030.6,4,No,22
BRONX-LEBANON HOSPITAL CENTER,CONEY ISLAND HOSPITAL,189553573.4,4,No,22
WINTHROP-UNIVERSITY HOSPITAL,CONEY ISLAND HOSPITAL,163742242.9,4,No,22
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,CONEY ISLAND HOSPITAL,191222078.4,4,No,22
MAIMONIDES MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,303186777.8,4,No,22
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,310802596.8,4,No,22
ST JOSEPH HOSPITAL,METROPOLITAN HOSPITAL CENTER,142153746,4,No,22
NEW YORK-PRESBYTERIAN HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,92217031.29,4,No,22
NORTH CENTRAL BRONX HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,91014386.44,4,No,22
MONTEFIORE MEDICAL CENTER,BELLEVUE HOSPITAL CENTER,1068180157,4,No,22
ELMHURST HOSPITAL CENTER,BELLEVUE HOSPITAL CENTER,1095838423,4,No,22
HARLEM HOSPITAL CENTER,BELLEVUE HOSPITAL CENTER,1056537072,4,No,22
STATEN ISLAND UNIVERSITY HOSPITAL,LONG BEACH MEDICAL CENTER,30885536.96,4,No,22
"ST FRANCIS HOSPITAL, ROSLYN",NEW YORK METHODIST HOSPITAL,565392410.9,4,No,22
LUTHERAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,415506654.9,4,No,22
LENOX HILL HOSPITAL,LUTHERAN MEDICAL CENTER,384095484.8,4,No,22
NEW YORK METHODIST HOSPITAL,LUTHERAN MEDICAL CENTER,362773685.6,4,No,22
HOSPITAL FOR SPECIAL SURGERY,LUTHERAN MEDICAL CENTER,365733904.5,4,No,22
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,LUTHERAN MEDICAL CENTER,365396147.9,4,No,22
PENINSULA HOSPITAL CENTER,FOREST HILLS HOSPITAL,57840230.15,4,No,22
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NORTH CENTRAL BRONX HOSPITAL,89065943.9,4,No,22
MOUNT SINAI HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,87237946.75,4,No,22
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,80499016.32,4,No,22
GLEN COVE HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,93929899.68,4,No,22
SOUTH NASSAU COMMUNITIES HOSPITAL,UNIVERSITY HOSPITAL ( STONY BROOK ),868761744.3,4,No,22
EASTERN LONG ISLAND HOSPITAL,PENINSULA HOSPITAL CENTER,49304704.55,5,No,22
NEW YORK METHODIST HOSPITAL,PENINSULA HOSPITAL CENTER,47410815.46,5,No,22
ST BARNABAS HOSPITAL,PENINSULA HOSPITAL CENTER,50654641.76,5,No,22
MONTEFIORE MEDICAL CENTER,MOUNT SINAI HOSPITAL,1763473172,5,No,22
BETH ISRAEL MEDICAL CENTER,MOUNT SINAI HOSPITAL,1757905606,5,No,22
HOSPITAL FOR SPECIAL SURGERY,NEW YORK DOWNTOWN HOSPITAL,106325024.6,5,No,22
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),LINCOLN MEDICAL & MENTAL HEALTH CENTER,376527117.7,5,No,22
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,LENOX HILL HOSPITAL,560100056.8,5,No,22
HARLEM HOSPITAL CENTER,BETH ISRAEL MEDICAL CENTER,1377805728,5,No,22
NEW YORK DOWNTOWN HOSPITAL,FLUSHING HOSPITAL MEDICAL CENTER,140486966.3,5,No,22
PECONIC BAY MEDICAL CENTER,FLUSHING HOSPITAL MEDICAL CENTER,141976802.2,5,No,22
LONG ISLAND JEWISH MEDICAL CENTER,LONG BEACH MEDICAL CENTER,45229978.05,5,No,22
NEW YORK-PRESBYTERIAN HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,411720897.7,5,No,22
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NEW YORK METHODIST HOSPITAL,663607832.8,5,No,22
HUNTINGTON HOSPITAL,HARLEM HOSPITAL CENTER,200910512,5,No,22
LINCOLN MEDICAL & MENTAL HEALTH CENTER,HARLEM HOSPITAL CENTER,232917075.8,5,No,22
LENOX HILL HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,503708114.3,5,No,22
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,ST JOSEPH HOSPITAL,191041633.8,5,No,22
MAIMONIDES MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),504918199.3,5,No,22
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),523348994.4,5,No,22
JAMAICA HOSPITAL MEDICAL CENTER,FOREST HILLS HOSPITAL,77209021.96,5,No,22
MOUNT SINAI HOSPITAL,UNIVERSITY HOSPITAL ( STONY BROOK ),676179303.3,5,No,22
MERCY MEDICAL CENTER,JAMAICA HOSPITAL MEDICAL CENTER,617979637.5,6,No,22
MAIMONIDES MEDICAL CENTER,ST LUKE'S ROOSEVELT HOSPITAL,499695903.5,6,No,22
NEW YORK-PRESBYTERIAN HOSPITAL,MONTEFIORE MEDICAL CENTER,4741362092,6,No,22
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,JACOBI MEDICAL CENTER,262346398.6,6,No,22
HOSPITAL FOR SPECIAL SURGERY,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,315932264.1,6,No,22
ST BARNABAS HOSPITAL,QUEENS HOSPITAL CENTER,144076990.5,6,No,22
KINGS COUNTY HOSPITAL CENTER,HARLEM HOSPITAL CENTER,836081391.5,6,No,22
LONG ISLAND JEWISH MEDICAL CENTER,HOSPITAL FOR SPECIAL SURGERY,874197798.2,6,No,22
EASTERN LONG ISLAND HOSPITAL,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,36458754.4,6,No,22
SOUTHSIDE HOSPITAL,ST LUKE'S ROOSEVELT HOSPITAL,624147789.3,7,No,22
HUNTINGTON HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,623560813.5,7,No,22
MAIMONIDES MEDICAL CENTER,INTERFAITH MEDICAL CENTER,158222713.6,7,No,22
MERCY MEDICAL CENTER,ST CATHERINE OF SIENA HOSPITAL,111904291.7,7,No,22
HUNTINGTON HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),1114489881,9,No,22
UNIVERSITY HOSPITAL ( STONY BROOK ),UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),1086808916,9,No,22
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,ST BARNABAS HOSPITAL,659350519.2,9,No,22
LUTHERAN MEDICAL CENTER,ST BARNABAS HOSPITAL,552824224.8,9,No,22
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),ST BARNABAS HOSPITAL,596882482.9,9,No,22
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",54151458.76,4,No,23
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",61904014.35,4,No,23
GLEN COVE HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",58755600.24,4,No,23
"ST FRANCIS HOSPITAL, ROSLYN","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",64094037.39,4,No,23
NYU HOSPITALS CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",55730868.22,4,No,23
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,HUNTINGTON HOSPITAL,202781463.5,4,No,23
SOUTH NASSAU COMMUNITIES HOSPITAL,HUNTINGTON HOSPITAL,187796417.8,4,No,23
MAIMONIDES MEDICAL CENTER,ST LUKE'S ROOSEVELT HOSPITAL,943903214.7,4,No,23
KINGS COUNTY HOSPITAL CENTER,LINCOLN MEDICAL & MENTAL HEALTH CENTER,648630353,4,No,23
LINCOLN MEDICAL & MENTAL HEALTH CENTER,ELMHURST HOSPITAL CENTER,778560867,4,No,23
NEW YORK-PRESBYTERIAN HOSPITAL,ELMHURST HOSPITAL CENTER,802929843.2,4,No,23
NEW YORK METHODIST HOSPITAL,ELMHURST HOSPITAL CENTER,753066935.5,4,No,23
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,LONG ISLAND COLLEGE HOSPITAL,138422226.4,4,No,23
STATEN ISLAND UNIVERSITY HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,136862500.2,4,No,23
NORTH SHORE UNIVERSITY HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",492729816.6,4,No,23
ST JOSEPH HOSPITAL,FLUSHING HOSPITAL MEDICAL CENTER,87053216.49,4,No,23
MOUNT SINAI HOSPITAL,CONEY ISLAND HOSPITAL,165888417.1,4,No,23
HUNTINGTON HOSPITAL,CONEY ISLAND HOSPITAL,172156217.7,4,No,23
LONG ISLAND JEWISH MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,293252485.1,4,No,23
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,298287478.4,4,No,23
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,SOUTH NASSAU COMMUNITIES HOSPITAL,314444907.2,4,No,23
MONTEFIORE MEDICAL CENTER,METROPOLITAN HOSPITAL CENTER,137737953.3,4,No,23
PENINSULA HOSPITAL CENTER,KINGSBROOK JEWISH MEDICAL CENTER,90319302.75,4,No,23
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",KINGSBROOK JEWISH MEDICAL CENTER,87230008.78,4,No,23
PECONIC BAY MEDICAL CENTER,KINGSBROOK JEWISH MEDICAL CENTER,91464962.56,4,No,23
NORTH CENTRAL BRONX HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,93894444,4,No,23
LENOX HILL HOSPITAL,KINGS COUNTY HOSPITAL CENTER,974857626.6,4,No,23
WINTHROP-UNIVERSITY HOSPITAL,KINGS COUNTY HOSPITAL CENTER,1064234843,4,No,23
BELLEVUE HOSPITAL CENTER,KINGS COUNTY HOSPITAL CENTER,1006591529,4,No,23
HARLEM HOSPITAL CENTER,KINGS COUNTY HOSPITAL CENTER,1025438101,4,No,23
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),KINGS COUNTY HOSPITAL CENTER,982049101.1,4,No,23
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,KINGS COUNTY HOSPITAL CENTER,1047569113,4,No,23
ST BARNABAS HOSPITAL,KINGS COUNTY HOSPITAL CENTER,1028885673,4,No,23
CONEY ISLAND HOSPITAL,NEW YORK METHODIST HOSPITAL,607854864.4,4,No,23
ELMHURST HOSPITAL CENTER,HOSPITAL FOR SPECIAL SURGERY,466053571.9,4,No,23
UNIVERSITY HOSPITAL ( STONY BROOK ),HOSPITAL FOR SPECIAL SURGERY,489046089.9,4,No,23
NEW YORK DOWNTOWN HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,84532525.37,4,No,23
BETH ISRAEL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,90838513.08,4,No,23
HOSPITAL FOR SPECIAL SURGERY,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,174103086.3,4,No,23
BRONX-LEBANON HOSPITAL CENTER,INTERFAITH MEDICAL CENTER,139886337.6,4,No,23
LUTHERAN MEDICAL CENTER,INTERFAITH MEDICAL CENTER,139698973.6,4,No,23
EASTERN LONG ISLAND HOSPITAL,PENINSULA HOSPITAL CENTER,55235558.04,5,No,23
PECONIC BAY MEDICAL CENTER,PENINSULA HOSPITAL CENTER,64992773.51,5,No,23
LONG ISLAND JEWISH MEDICAL CENTER,PENINSULA HOSPITAL CENTER,56824747.49,5,No,23
ST BARNABAS HOSPITAL,PENINSULA HOSPITAL CENTER,54996876.4,5,No,23
MONTEFIORE MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,428842779.6,5,No,23
WINTHROP-UNIVERSITY HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,454326951.5,5,No,23
GLEN COVE HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,440873880.3,5,No,23
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,JAMAICA HOSPITAL MEDICAL CENTER,193075487.2,5,No,23
PENINSULA HOSPITAL CENTER,NASSAU UNIVERSITY MEDICAL CENTER,147847244.3,5,No,23
BELLEVUE HOSPITAL CENTER,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,501960168.1,5,No,23
SOUTH NASSAU COMMUNITIES HOSPITAL,BETH ISRAEL MEDICAL CENTER,1137249381,5,No,23
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"ST FRANCIS HOSPITAL, ROSLYN",640834048.1,5,No,23
BETH ISRAEL MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,999096854.6,5,No,23
LENOX HILL HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,324687025.2,5,No,23
"ST FRANCIS HOSPITAL, ROSLYN",SOUTH NASSAU COMMUNITIES HOSPITAL,326795414.8,5,No,23
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,308163086.4,5,No,23
LUTHERAN MEDICAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,416963255.4,5,No,23
NEW YORK-PRESBYTERIAN HOSPITAL,LUTHERAN MEDICAL CENTER,438620192.5,5,No,23
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,LUTHERAN MEDICAL CENTER,440071101.4,5,No,23
NEW YORK DOWNTOWN HOSPITAL,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,28801881.64,5,No,23
BRONX-LEBANON HOSPITAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),393866787.1,5,No,23
STATEN ISLAND UNIVERSITY HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),414663740.3,5,No,23
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,FOREST HILLS HOSPITAL,63673886.81,5,No,23
MOUNT SINAI HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,449995477.8,5,No,23
NORTH SHORE UNIVERSITY HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,459027118.7,5,No,23
KINGS COUNTY HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,454641796.1,5,No,23
NYU HOSPITALS CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,450533117.8,5,No,23
HARLEM HOSPITAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,436643120.4,5,No,23
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),WOODHULL MEDICAL AND MENTAL HEALTH CENTER,422674624.7,5,No,23
UNIVERSITY HOSPITAL ( STONY BROOK ),WOODHULL MEDICAL AND MENTAL HEALTH CENTER,401745630.2,5,No,23
NYU HOSPITALS CENTER,LENOX HILL HOSPITAL,478902108.4,6,No,23
"ST FRANCIS HOSPITAL, ROSLYN",JACOBI MEDICAL CENTER,274779630.6,6,No,23
HARLEM HOSPITAL CENTER,JACOBI MEDICAL CENTER,251056959,6,No,23
LONG ISLAND JEWISH MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",642719002.5,6,No,23
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",646236432.1,6,No,23
ST BARNABAS HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",652308754,6,No,23
LENOX HILL HOSPITAL,NYU HOSPITALS CENTER,1862524380,6,No,23
WINTHROP-UNIVERSITY HOSPITAL,NYU HOSPITALS CENTER,1795788197,6,No,23
UNIVERSITY HOSPITAL ( STONY BROOK ),NYU HOSPITALS CENTER,1791454085,6,No,23
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,QUEENS HOSPITAL CENTER,263775587.3,6,No,23
NEW YORK-PRESBYTERIAN HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,451379663.8,6,No,23
MOUNT SINAI HOSPITAL,HARLEM HOSPITAL CENTER,437801180.9,6,No,23
MONTEFIORE MEDICAL CENTER,HARLEM HOSPITAL CENTER,444764974.6,6,No,23
KINGS COUNTY HOSPITAL CENTER,HARLEM HOSPITAL CENTER,453069156.1,6,No,23
GLEN COVE HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,175986937,6,No,23
MERCY MEDICAL CENTER,INTERFAITH MEDICAL CENTER,166431783.6,6,No,23
WINTHROP-UNIVERSITY HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,2591742159,7,No,23
UNIVERSITY HOSPITAL ( STONY BROOK ),PECONIC BAY MEDICAL CENTER,109286336.8,7,No,23
MERCY MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,1977558045,7,No,23
MOUNT SINAI HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1100256434,7,No,23
ST BARNABAS HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,1099111901,7,No,23
LONG ISLAND JEWISH MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,1166803151,7,No,23
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,HARLEM HOSPITAL CENTER,406283239.8,7,No,23
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,HARLEM HOSPITAL CENTER,415307133.3,7,No,23
HARLEM HOSPITAL CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,497575063.3,7,No,23
KINGS COUNTY HOSPITAL CENTER,ST BARNABAS HOSPITAL,320856019.7,7,No,23
EASTERN LONG ISLAND HOSPITAL,PECONIC BAY MEDICAL CENTER,109058413,8,No,23
UNIVERSITY HOSPITAL ( STONY BROOK ),MAIMONIDES MEDICAL CENTER,1867730616,8,No,23
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,CONEY ISLAND HOSPITAL,284921443.5,8,No,23
MOUNT SINAI HOSPITAL,BELLEVUE HOSPITAL CENTER,1053199866,8,No,23
ST BARNABAS HOSPITAL,HARLEM HOSPITAL CENTER,1025490285,8,No,23
MOUNT SINAI HOSPITAL,NEW YORK-PRESBYTERIAN HOSPITAL,7618446755,9,No,23
MONTEFIORE MEDICAL CENTER,LONG BEACH MEDICAL CENTER,35615361,9,No,23
NEW YORK-PRESBYTERIAN HOSPITAL,LONG BEACH MEDICAL CENTER,35158629.64,9,No,23
QUEENS HOSPITAL CENTER,LONG BEACH MEDICAL CENTER,37099828.36,9,No,23
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,QUEENS HOSPITAL CENTER,236528065.7,9,No,23
ST BARNABAS HOSPITAL,QUEENS HOSPITAL CENTER,220767148.1,9,No,23
SOUTH NASSAU COMMUNITIES HOSPITAL,ST BARNABAS HOSPITAL,304803569,9,No,23
RICHMOND UNIVERSITY MEDICAL CENTER,ST CATHERINE OF SIENA HOSPITAL,107654581.3,9,No,23
MAIMONIDES MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,131558920.5,4,No,24
NORTH CENTRAL BRONX HOSPITAL,EASTERN LONG ISLAND HOSPITAL,20047023.11,4,No,24
BRONX-LEBANON HOSPITAL CENTER,LONG ISLAND COLLEGE HOSPITAL,148689275.9,4,No,24
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,LONG ISLAND COLLEGE HOSPITAL,144368883.9,4,No,24
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,BETH ISRAEL MEDICAL CENTER,1437939282,4,No,24
NEW YORK-PRESBYTERIAN HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",492593936.5,4,No,24
BETH ISRAEL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",481436684.1,4,No,24
ST BARNABAS HOSPITAL,"ST FRANCIS HOSPITAL, ROSLYN",524394524.9,4,No,24
HUNTINGTON HOSPITAL,CONEY ISLAND HOSPITAL,171643276.8,4,No,24
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,CONEY ISLAND HOSPITAL,169637630.8,4,No,24
MONTEFIORE MEDICAL CENTER,CONEY ISLAND HOSPITAL,175032145.5,4,No,24
LENOX HILL HOSPITAL,CONEY ISLAND HOSPITAL,195840729.1,4,No,24
UNIVERSITY HOSPITAL ( STONY BROOK ),CONEY ISLAND HOSPITAL,172060876.6,4,No,24
MOUNT SINAI HOSPITAL,METROPOLITAN HOSPITAL CENTER,134106739.8,4,No,24
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,METROPOLITAN HOSPITAL CENTER,137792439.7,4,No,24
ST JOSEPH HOSPITAL,METROPOLITAN HOSPITAL CENTER,139017637.5,4,No,24
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",KINGSBROOK JEWISH MEDICAL CENTER,91192601.53,4,No,24
LUTHERAN MEDICAL CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,411207090.5,4,No,24
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NEW YORK METHODIST HOSPITAL,608408042.9,4,No,24
CONEY ISLAND HOSPITAL,NEW YORK METHODIST HOSPITAL,600293604,4,No,24
NYU HOSPITALS CENTER,NEW YORK METHODIST HOSPITAL,564229506.3,4,No,24
HOSPITAL FOR SPECIAL SURGERY,NEW YORK METHODIST HOSPITAL,610721793.8,4,No,24
SOUTH NASSAU COMMUNITIES HOSPITAL,LUTHERAN MEDICAL CENTER,370912567.6,4,No,24
